"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 09월 29일","24.3010","24.0894","24.3400","23.5203","329.15K","0.88%"
"2022년 09월 28일","24.0894","23.6306","24.3391","22.8700","345.71K","1.90%"
"2022년 09월 27일","23.6400","24.2099","25.0997","23.3699","452.41K","-2.35%"
"2022년 09월 26일","24.2099","23.4999","24.2196","23.2303","351.00K","3.06%"
"2022년 09월 25일","23.4902","23.6801","23.9599","23.2804","146.88K","-0.80%"
"2022년 09월 24일","23.6801","23.8801","24.1206","23.5603","180.22K","-0.84%"
"2022년 09월 23일","23.8801","23.7293","24.0200","22.8899","445.12K","0.64%"
"2022년 09월 22일","23.7293","22.7099","23.8393","22.6205","334.10K","4.40%"
"2022년 09월 21일","22.7292","23.3400","24.2502","22.3989","469.77K","-2.62%"
"2022년 09월 20일","23.3400","24.1887","24.3094","23.2500","343.68K","-3.51%"
"2022년 09월 19일","24.1887","23.4505","24.3792","22.4510","676.85K","3.15%"
"2022년 09월 18일","23.4505","24.6202","24.6203","23.3533","274.82K","-4.75%"
"2022년 09월 17일","24.6202","24.0796","24.6796","24.0299","171.59K","2.24%"
"2022년 09월 16일","24.0796","24.0789","24.3803","23.5513","257.44K","0.00%"
"2022년 09월 15일","24.0789","25.4904","25.5905","23.9496","743.97K","-5.54%"
"2022년 09월 14일","25.4904","25.8814","26.1908","24.8398","464.22K","-1.51%"
"2022년 09월 13일","25.8814","28.4610","29.2293","25.8318","895.29K","-9.06%"
"2022년 09월 12일","28.4610","27.8805","28.5802","27.4899","600.82K","2.08%"
"2022년 09월 11일","27.8804","27.6998","27.9505","27.2799","312.34K","0.65%"
"2022년 09월 10일","27.6998","27.2108","27.8403","27.0396","262.13K","1.69%"
"2022년 09월 09일","27.2384","26.0498","27.8898","26.0116","376.86K","4.56%"
"2022년 09월 08일","26.0498","25.9902","26.2410","25.6096","259.09K","0.23%"
"2022년 09월 07일","25.9902","25.6400","26.4202","25.0406","461.03K","1.37%"
"2022년 09월 06일","25.6400","26.6101","27.1310","25.3788","301.33K","-3.65%"
"2022년 09월 05일","26.6101","26.3982","26.6787","25.9211","109.30K","0.84%"
"2022년 09월 04일","26.3890","26.2003","26.4176","25.8797","118.17K","0.72%"
"2022년 09월 03일","26.2003","26.3103","26.4101","25.9690","89.70K","-0.42%"
"2022년 09월 02일","26.3103","26.9090","27.1703","26.0510","267.87K","-2.22%"
"2022년 09월 01일","26.9090","26.7291","26.9886","26.1111","182.66K","0.67%"
"2022년 08월 31일","26.7293","26.6002","27.7499","26.4804","338.30K","0.49%"
"2022년 08월 30일","26.5990","27.3582","27.7283","26.0212","339.44K","-2.78%"
"2022년 08월 29일","27.3582","25.3428","27.4104","25.2721","355.03K","7.95%"
"2022년 08월 28일","25.3428","25.8003","26.0788","25.2079","153.39K","-1.77%"
"2022년 08월 27일","25.8003","25.9685","26.0911","25.4516","211.81K","-0.65%"
"2022년 08월 26일","25.9702","27.9398","28.1583","25.7683","404.01K","-7.05%"
"2022년 08월 25일","27.9398","27.5501","28.2991","27.5403","173.51K","1.41%"
"2022년 08월 24일","27.5501","27.7801","28.0697","27.2205","161.58K","-0.83%"
"2022년 08월 23일","27.7801","27.7200","27.9789","26.9293","225.16K","0.22%"
"2022년 08월 22일","27.7200","27.7206","27.7703","26.5205","269.30K","-0.00%"
"2022년 08월 21일","27.7206","26.6904","27.9288","26.6897","221.85K","3.86%"
"2022년 08월 20일","26.6904","26.4317","27.2303","26.1875","270.89K","0.98%"
"2022년 08월 19일","26.4317","29.9586","29.9586","26.3613","566.55K","-11.77%"
"2022년 08월 18일","29.9583","30.1099","30.5499","29.8207","142.52K","-0.50%"
"2022년 08월 17일","30.1100","30.6700","31.4805","29.9811","257.30K","-1.83%"
"2022년 08월 16일","30.6700","30.8404","31.1302","30.4004","234.76K","-0.55%"
"2022년 08월 15일","30.8404","30.8488","31.8699","30.2095","252.04K","-0.03%"
"2022년 08월 14일","30.8488","31.3301","31.9691","30.6305","260.57K","-1.54%"
"2022년 08월 13일","31.3301","31.2390","31.8798","31.1213","311.67K","0.35%"
"2022년 08월 12일","31.2210","30.5291","31.2308","29.9629","241.47K","2.27%"
"2022년 08월 11일","30.5291","31.3684","32.6008","30.3715","660.01K","-2.68%"
"2022년 08월 10일","31.3684","29.8804","31.6202","29.1730","378.73K","4.98%"
"2022년 08월 09일","29.8804","31.4902","31.5816","29.4441","433.55K","-5.17%"
"2022년 08월 08일","31.5090","30.6702","32.1311","30.3803","274.64K","2.74%"
"2022년 08월 07일","30.6702","30.3897","31.0298","30.1008","161.87K","0.92%"
"2022년 08월 06일","30.3897","30.7605","30.8804","30.3508","186.64K","-1.14%"
"2022년 08월 05일","30.7404","29.1404","30.7600","29.0900","398.27K","5.49%"
"2022년 08월 04일","29.1404","29.0614","29.6503","28.7508","229.43K","0.14%"
"2022년 08월 03일","29.0995","29.4081","29.9706","28.7419","272.78K","-1.06%"
"2022년 08월 02일","29.4103","30.7398","30.9906","28.8204","488.86K","-4.44%"
"2022년 08월 01일","30.7775","30.3925","30.9199","29.8136","298.84K","1.27%"
"2022년 07월 31일","30.3925","31.0799","31.6601","30.2724","278.13K","-2.20%"
"2022년 07월 30일","31.0768","31.0891","32.4007","30.7710","498.25K","-0.04%"
"2022년 07월 29일","31.0904","30.2456","31.5586","29.8462","589.04K","2.79%"
"2022년 07월 28일","30.2456","29.4262","30.7020","28.6469","436.51K","2.78%"
"2022년 07월 27일","29.4285","27.0513","29.4287","26.6795","459.33K","8.79%"
"2022년 07월 26일","27.0513","27.0098","27.0907","25.9314","339.74K","0.12%"
"2022년 07월 25일","27.0194","29.1207","29.2804","26.9889","448.79K","-7.22%"
"2022년 07월 24일","29.1207","28.5101","29.7590","28.3411","312.58K","2.14%"
"2022년 07월 23일","28.5101","28.9123","29.7122","27.8583","340.46K","-1.39%"
"2022년 07월 22일","28.9123","29.4788","30.5078","28.6425","534.72K","-1.92%"
"2022년 07월 21일","29.4788","28.7623","29.7109","27.7825","329.89K","2.50%"
"2022년 07월 20일","28.7595","29.1308","30.1996","28.4894","565.85K","-1.27%"
"2022년 07월 19일","29.1308","29.8734","30.2735","28.0336","717.21K","-2.49%"
"2022년 07월 18일","29.8734","27.6086","30.0801","27.6086","566.11K","8.28%"
"2022년 07월 17일","27.5902","28.0088","28.7507","27.4968","311.64K","-1.49%"
"2022년 07월 16일","28.0088","26.7798","28.4412","26.3580","393.01K","4.59%"
"2022년 07월 15일","26.7798","25.8893","27.3795","25.6799","388.73K","3.44%"
"2022년 07월 14일","25.8890","24.9998","26.2086","24.4513","515.95K","3.59%"
"2022년 07월 13일","24.9913","23.8799","25.0264","23.2592","402.67K","4.66%"
"2022년 07월 12일","23.8796","24.9903","25.0716","23.8399","292.06K","-4.44%"
"2022년 07월 11일","24.9903","25.8700","25.9593","24.8593","292.33K","-3.40%"
"2022년 07월 10일","25.8701","27.1196","27.1370","25.6310","246.48K","-4.61%"
"2022년 07월 09일","27.1196","27.3800","27.6707","27.0620","238.03K","-0.98%"
"2022년 07월 08일","27.3870","27.4611","28.1889","26.8527","500.10K","-0.27%"
"2022년 07월 07일","27.4611","26.2615","27.7389","25.9605","540.28K","4.57%"
"2022년 07월 06일","26.2615","25.1712","26.4902","24.7822","455.11K","4.33%"
"2022년 07월 05일","25.1712","25.9102","26.2287","24.4328","548.69K","-2.81%"
"2022년 07월 04일","25.9001","24.3902","26.0003","23.9598","410.08K","6.19%"
"2022년 07월 03일","24.3902","24.6203","24.6703","23.7596","378.61K","-0.94%"
"2022년 07월 02일","24.6208","24.5898","24.7993","24.0797","277.01K","0.13%"
"2022년 07월 01일","24.5898","24.5879","25.4485","24.0590","722.51K","0.01%"
"2022년 06월 30일","24.5879","24.8603","24.9398","23.1008","660.43K","-1.13%"
"2022년 06월 29일","24.8698","25.6302","25.8693","24.6686","502.94K","-2.97%"
"2022년 06월 28일","25.6302","27.1398","27.7701","25.5612","434.44K","-5.56%"
"2022년 06월 27일","27.1398","27.1810","28.0593","26.5920","416.00K","-0.15%"
"2022년 06월 26일","27.1807","27.9110","28.9306","27.1302","518.86K","-2.62%"
"2022년 06월 25일","27.9110","26.7200","27.9915","26.1815","741.29K","4.38%"
"2022년 06월 24일","26.7394","26.3207","27.1182","25.3904","384.16K","1.59%"
"2022년 06월 23일","26.3207","25.1703","26.4506","25.1278","549.22K","4.57%"
"2022년 06월 22일","25.1703","27.3896","27.3896","25.0913","425.59K","-8.10%"
"2022년 06월 21일","27.3896","26.6897","28.1803","26.4098","624.25K","2.62%"
"2022년 06월 20일","26.6897","25.0597","26.8694","23.9702","620.85K","6.50%"
"2022년 06월 19일","25.0597","22.8100","25.3691","21.7111","457.62K","9.86%"
"2022년 06월 18일","22.8108","24.3489","24.7193","21.1017","474.46K","-6.35%"
"2022년 06월 17일","24.3584","23.2795","25.0796","23.1599","398.18K","4.63%"
"2022년 06월 16일","23.2795","25.5404","25.8717","23.0193","718.16K","-8.85%"
"2022년 06월 15일","25.5397","24.0068","25.5397","21.0605","1.20M","6.37%"
"2022년 06월 14일","24.0093","24.5106","24.6587","22.3777","1.00M","-1.82%"
"2022년 06월 13일","24.4536","27.9328","28.0441","23.8813","1.54M","-12.45%"
"2022년 06월 12일","27.9311","27.4504","29.3082","26.6411","861.96K","1.79%"
"2022년 06월 11일","27.4403","27.5989","28.0700","26.5893","357.04K","-0.57%"
"2022년 06월 10일","27.5989","28.5396","28.6790","27.3110","294.60K","-3.30%"
"2022년 06월 09일","28.5396","28.1103","29.1003","27.9404","449.22K","1.53%"
"2022년 06월 08일","28.1104","27.0675","28.4195","26.4718","686.56K","3.85%"
"2022년 06월 07일","27.0675","27.3705","27.4395","25.1902","584.27K","-1.11%"
"2022년 06월 06일","27.3705","26.1303","27.6395","26.1200","313.03K","4.75%"
"2022년 06월 05일","26.1303","25.9903","26.3900","25.6699","174.24K","0.54%"
"2022년 06월 04일","25.9903","25.9405","26.0197","25.5597","109.57K","0.08%"
"2022년 06월 03일","25.9706","27.1488","27.3092","25.7891","327.62K","-4.34%"
"2022년 06월 02일","27.1488","26.8912","27.2602","26.4394","278.21K","0.96%"
"2022년 06월 01일","26.8909","28.9480","29.1194","26.5005","274.71K","-7.11%"
"2022년 05월 31일","28.9480","29.1621","29.4584","28.4998","393.43K","-0.73%"
"2022년 05월 30일","29.1621","27.2798","29.3903","27.1208","483.49K","6.90%"
"2022년 05월 29일","27.2798","27.0999","27.3795","26.7592","163.69K","0.66%"
"2022년 05월 28일","27.0999","26.3984","27.2210","26.3398","275.09K","2.66%"
"2022년 05월 27일","26.3984","27.5405","27.6696","26.2803","548.17K","-4.18%"
"2022년 05월 26일","27.5497","29.0014","29.3289","26.6274","402.47K","-5.04%"
"2022년 05월 25일","29.0109","29.8297","30.2698","28.1229","440.76K","-2.74%"
"2022년 05월 24일","29.8297","29.6602","30.0309","28.7303","355.75K","0.57%"
"2022년 05월 23일","29.6602","30.7497","31.1407","29.4509","341.07K","-3.54%"
"2022년 05월 22일","30.7491","30.1000","30.9300","29.9712","144.64K","2.16%"
"2022년 05월 21일","30.1000","29.7199","30.3298","29.4799","116.23K","1.21%"
"2022년 05월 20일","29.7414","30.9107","31.2532","29.2303","312.60K","-3.78%"
"2022년 05월 19일","30.9107","29.6599","31.1817","29.6100","453.92K","4.21%"
"2022년 05월 18일","29.6610","32.0304","32.2201","29.5809","267.11K","-7.40%"
"2022년 05월 17일","32.0304","31.7998","32.6199","31.1908","273.00K","0.72%"
"2022년 05월 16일","31.7998","32.6800","32.6800","30.8765","438.15K","-2.69%"
"2022년 05월 15일","32.6800","31.5396","32.7133","30.9209","228.32K","3.62%"
"2022년 05월 14일","31.5396","30.8407","31.6684","29.9605","325.88K","2.27%"
"2022년 05월 13일","30.8407","29.6492","32.5117","29.3744","1.09M","4.02%"
"2022년 05월 12일","29.6492","29.8533","31.2816","26.4133","1.90M","-0.64%"
"2022년 05월 11일","29.8397","33.0723","33.6698","26.4692","2.16M","-9.77%"
"2022년 05월 10일","33.0723","30.1179","34.7897","29.5315","1.13M","9.81%"
"2022년 05월 09일","30.1179","33.8459","34.0532","30.1159","1.13M","-11.01%"
"2022년 05월 08일","33.8459","35.0774","35.1308","33.4669","12.55M","-3.48%"
"2022년 05월 07일","35.0658","35.8783","35.9483","34.5044","6.44M","-2.26%"
"2022년 05월 06일","35.8783","36.2076","36.3190","35.0235","17.88M","-0.91%"
"2022년 05월 05일","36.2096","39.5374","39.8122","36.1336","19.68M","-8.42%"
"2022년 05월 04일","39.5372","37.7732","39.6834","37.6841","17.99M","4.69%"
"2022년 05월 03일","37.7662","39.0696","39.2318","37.6141","12.75M","-3.30%"
"2022년 05월 02일","39.0568","39.1051","39.9328","38.5369","23.50M","-0.12%"
"2022년 05월 01일","39.1051","37.9706","39.2958","37.7750","18.25M","2.97%"
"2022년 04월 30일","37.9786","38.7831","39.3112","37.8848","13.94M","-2.07%"
"2022년 04월 29일","38.7831","40.0073","40.4157","38.4020","15.07M","-3.26%"
"2022년 04월 28일","40.0903","39.6185","40.7898","39.3461","19.68M","1.19%"
"2022년 04월 27일","39.6185","38.6899","39.7885","38.4412","17.62M","2.39%"
"2022년 04월 26일","38.6952","41.8727","42.2048","38.3191","29.03M","-7.60%"
"2022년 04월 25일","41.8767","40.7990","41.9995","39.6103","31.83M","2.64%"
"2022년 04월 24일","40.7990","41.0300","41.5825","40.5020","20.19M","-0.55%"
"2022년 04월 23일","41.0261","41.4086","41.8341","40.8412","13.04M","-0.93%"
"2022년 04월 22일","41.4100","42.1341","42.6680","40.9615","29.35M","-1.72%"
"2022년 04월 21일","42.1342","42.7629","46.1190","41.7666","44.71M","-1.50%"
"2022년 04월 20일","42.7776","43.5205","44.2133","42.3667","25.57M","-1.71%"
"2022년 04월 19일","43.5214","43.4015","43.9870","42.9394","16.89M","0.28%"
"2022년 04월 18일","43.4015","44.8325","44.8325","40.2315","80.46M","-3.18%"
"2022년 04월 17일","44.8252","41.8222","48.4733","41.6342","99.28M","7.17%"
